regression,introductory,which_challenge,taken_statistics_course,done_regression_before,previous_programming_experience,why_interested,cats_or_dogs
TRUE,TRUE,Regression; Introductory,"Yes, but I've forgotten everything",Yep,I have a whole lot of experience,I want to get a job where I use data science,Both 
TRUE,TRUE,Regression; Introductory,NA,NA,NA,NA,NA
TRUE,FALSE,Regression,"Yes, but I've forgotten everything",Yep,I have quite a bit of experience,I want to get a job where I use data science,Dogs 
TRUE,TRUE,Regression; Introductory,"Yes, but I've forgotten everything",Nope,I have quite a bit of experience,It will help me in my current job,Dogs 
FALSE,TRUE,Introductory,Yep,NA,I have quite a bit of experience,Just curious,Both 
FALSE,TRUE,Introductory,"Yes, but I've forgotten everything",NA,I have a little bit of experience,I want to get a job where I use data science,Both 
TRUE,TRUE,Regression; Introductory,Yep,Yep,I have quite a bit of experience,I want to get a job where I use data science,Both 
TRUE,FALSE,Regression,Yep,Yep,I have quite a bit of experience,I want to get a job where I use data science,Dogs 
FALSE,TRUE,Introductory,Nope,NA,I have a little bit of experience,Just curious,Dogs 
TRUE,FALSE,Regression,"Yes, but I've forgotten everything",Yep,I have quite a bit of experience,I want to get a job where I use data science,Dogs 
TRUE,TRUE,Regression; Introductory,Yep,Yep,I have quite a bit of experience,It will help me in my current job,Both 
TRUE,TRUE,Regression; Introductory,Yep,Yep,I have quite a bit of experience,I want to get a job where I use data science,Cats 
TRUE,TRUE,Regression; Introductory,"Yes, but I've forgotten everything",Nope,I have quite a bit of experience,I want to get a job where I use data science,Cats 
FALSE,TRUE,Introductory,"Yes, but I've forgotten everything",NA,Nope,I want to get a job where I use data science,Neither 
TRUE,TRUE,Regression; Introductory,Yep,Yep,I have a little bit of experience,It will help me in my current job,Dogs 
FALSE,TRUE,Introductory,"Yes, but I've forgotten everything",NA,I have a whole lot of experience,Just curious,Both 
TRUE,TRUE,Regression; Introductory,"Yes, but I've forgotten everything",Yep,I have a little bit of experience,I want to get a job where I use data science,Dogs 
TRUE,TRUE,Regression; Introductory,Nope,Yep,I have a whole lot of experience,I want to get a job where I use data science,Dogs 
TRUE,FALSE,Regression,Yep,Yep,I have quite a bit of experience,I want to get a job where I use data science,Dogs 
TRUE,TRUE,Regression; Introductory,Yep,Yep,I have a little bit of experience,I want to get a job where I use data science,Cats 
